TIME,EWT_float,LWT_float,dT_float,GPM_float,Capacity,KW_float,KWX3412_float,COP,VFD_Hz_W,CompVFD_ErrorCode,CompVFD_Status,GPMXdT,VFD_Hz_Setpoint_W,FlowValve_FB%,FlowValve_SetPont,GPM_ps_1X10_float,GPM_ps_2X100_float,GPM_ps_1_float,GPM_ps_2_float,Amb_unit,VFP_ctl_Word_1_W,VFP_Ctl_Mode_W,VFP_Operation_Mode_W,VFP_Ctl_Setpoint_W,Fans_Spd_Disp_F,VFP_Status_Word_1_W,VFP_ProcFB_Status_W,VFP_CtlMode_Status_W,VFP_OpMode_Status_W,VFP_Alarm_Code_W,VFP_Warning_Code_W,VFP_Head_W,VFP_Flow_W,VFP_Performance_W,VFP_Speed_W,VFP_Freq_W,VFP_Dig_Inputs_W,VFP_Dig_Outputs_W,VFP_Pwr_Lo_W,VFP_RemoteFlow_W,VFP_InletPress_W,VFP_RemotePress1_W,VFP_FeedTankLvl_W,VFP_PwrEleTemp_W,VFP_MotorTemp_W,VFP_RemoteTemp1_W,VFP_EleTemp_W,VFP_LiquidTemp_W,CMRC_Alarm_1,CMRC_Alarm_2,CMRC_Alarm_3,CMRC_Alarm_4,CMRC_Alarm_5,CMRC_Alarm_6,CMRC_Alarm_7,CMRC_Alarm_8,CMRC_Alarm_9,CMRC_Alarm_10,K2_SuperHeat,K2_SLP,K2_SatT,K2_SLT,K2_NA1,K2_EEV_POS,K2_DLT,K2_Relay,K2_Alarm,K2_System,K2_Firm,VFP_head_F_feet,GPM_vfp,VFP_SetPoint_F,EWT_Raw,LWT_Raw,LLT_Raw,DLT_Raw,GPM_prosense_1X10,GPM_prosense_2X100,Temp_prosense_1,Temp_prosense_2,LLP,Water_Pressure_Out,LLT_Raw_C270,DLT_Raw_C270,SourceWater_EWT_C270,SourceWater_LWT_C270,Tekmar_Loop_LWT_C270,Compressor_head_Temp,LWT_SM_3_Raw,Compressor_head_X10,Compressor_head_F,EWT_Float,LWT_Float,LLT_Float,DLT_Float,LLP_SM_I_Float,LWT_SM_I_Float,LWT_SM_2_Float,LWT_SM_3_Float,AIR_TEMP_F_FL_ub,RH_FL,RH_FL_UB,EWT_Thermowell_ANSI,LWT_Thermowell_ANSI,LLT,DLT,EWT_SM_Internal,LWT_SM_Internal,LWT_SM_2,LWT_SM_3,DLP_Word,Ambient_air_temp,RH,DefrostCutOut,DefrostDelayTimer,DefrostMaxDurTimer,DefrostEnableTimer,DefrostEnableTC,LWTSet,Voltage_monitor,AlarmReg_1,AlarmReg_2,AlarmReg_3,PhAVolt_C90,PhAAmps_C90,PhBVolt_C90,PhBAmp_C90,PhCVolt_C90,PhCAmp_C90,TruPwr3Ph_C90,ReacPwr3Ph_C90,AprntPwr3Ph_C90,NetEnergy_C90,UnsignedEnergy_C90,PositiveEng_C90,NegativeEng_C90,NetReactiveEng_C90,NetApparentEng_C90,PowFac3ph_C90,PSIG_Table_START,SSLT_Table_START,Fist_Match_LLP_W,x2_LLP_First_Match_D,SLLT_Lookup_I,SLLT_F,SubCooling_F
2025-10-22T00:00:00,67.9,68.7,0.8,0.0,0.0,0.155,530.53,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,66.0,0.0,15620.0,15620.0,-0.0,5448.0,2.0,67.9,68.7,69.4,74.5,6.6,0.0,1562.0,1562.0,63,67.38,54.48,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.894,1.121,245.553,0.686,245.569,0.745,155.519,276.954,362.148,2561.877,2580.311,2569.443,-7.565,2667.541,3840.0,0.346,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:01,67.9,68.7,0.8,0.0,0.0,0.156,532.345,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,66.0,0.0,15620.0,15620.0,-0.0,5446.0,0.0,67.9,68.7,69.4,74.5,6.6,0.0,1562.0,1562.0,63,67.36,54.46,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.897,1.126,245.545,0.685,245.558,0.747,156.454,277.362,363.201,2561.877,2580.312,2569.443,-7.565,2667.541,3840.0,0.346,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:02,67.9,68.7,0.8,0.0,0.0,0.156,530.683,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,66.0,0.0,15620.0,15620.0,-0.0,5447.0,0.0,67.9,68.7,69.4,74.5,6.6,0.0,1562.0,1562.0,63,67.39,54.47,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.861,1.121,245.521,0.687,245.538,0.747,155.107,277.576,362.446,2561.877,2580.312,2569.443,-7.565,2667.541,3840.0,0.345,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:03,67.9,68.7,0.8,0.0,0.0,0.155,530.242,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,66.0,0.0,15620.0,15620.0,-0.0,5450.0,8589934592.0,67.9,68.7,69.4,74.5,6.6,0.0,1562.0,1562.0,63,67.4,54.5,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.91,1.123,245.542,0.688,245.564,0.745,155.45,277.431,362.754,2561.877,2580.312,2569.443,-7.565,2667.541,3840.0,0.344,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:04,67.9,68.7,0.8,0.0,0.0,0.155,527.647,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,67.0,0.0,15620.0,15620.0,-0.0,5453.0,2.4178516392292583e+24,67.9,68.7,69.4,74.5,6.7,0.0,1562.0,1562.0,63,67.38,54.53,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.704,1.119,245.387,0.686,245.476,0.743,154.421,276.964,361.581,2561.877,2580.312,2569.443,-7.565,2667.542,3840.0,0.344,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:05,67.9,68.7,0.8,0.0,0.0,0.156,531.819,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,66.0,0.0,15620.0,15620.0,-0.0,5452.0,3.6893488147419103e+19,67.9,68.7,69.4,74.5,6.6,0.0,1562.0,1562.0,63,67.4,54.52,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.819,1.12,245.449,0.687,245.434,0.748,156.026,277.282,362.545,2561.877,2580.312,2569.443,-7.565,2667.542,3840.0,0.345,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:06,67.9,68.7,0.8,0.0,0.0,0.156,530.988,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,66.0,0.0,15620.0,15620.0,-0.0,5451.0,562949953421312.0,67.9,68.7,69.4,74.5,6.6,0.0,1562.0,1562.0,63,67.37,54.51,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.816,1.122,245.522,0.689,245.354,0.745,155.773,277.591,362.535,2561.877,2580.312,2569.443,-7.565,2667.542,3840.0,0.346,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:07,67.9,68.7,0.8,0.0,0.0,0.156,532.09,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,66.0,0.0,15620.0,15620.0,1.040667113973027e+34,5454.0,1.5845632502852868e+29,67.9,68.7,69.4,74.5,6.6,0.0,1562.0,1562.0,63,67.35,54.54,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.832,1.124,245.54,0.687,245.438,0.743,156.081,277.223,362.635,2561.877,2580.312,2569.443,-7.565,2667.542,3840.0,0.346,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:08,67.9,68.7,0.8,0.0,0.0,0.156,531.887,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,66.0,0.0,15620.0,15620.0,-0.0,5457.0,-0.0,67.9,68.7,69.4,74.5,6.6,0.0,1562.0,1562.0,63,67.39,54.57,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.92,1.122,245.632,0.69,245.493,0.744,155.738,277.7,362.595,2561.877,2580.312,2569.443,-7.565,2667.542,3840.0,0.346,0,-21.053,63,0.0,126,59.598,-9.802
2025-10-22T00:00:09,67.8,68.7,0.9,0.0,0.0,0.155,530.564,0.0,0,0,4,0,7459,-0.167,0,0.0,0.0,0.0,0.0,66.92,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,60,68,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,679.0,687.0,694.0,745.0,67.0,0.0,15620.0,15620.0,-0.0,5457.0,-0.0,67.9,68.7,69.4,74.5,6.7,0.0,1562.0,1562.0,63,67.37,54.57,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.833,1.122,245.562,0.687,245.491,0.742,155.589,276.86,362.247,2561.877,2580.312,2569.443,-7.565,2667.542,3840.0,0.345,0,-21.053,63,0.0,126,59.598,-9.802
