TIME,EWT_float,LWT_float,dT_float,GPM_float,Capacity,KW_float,KWX3412_float,COP,VFD_Hz_W,CompVFD_ErrorCode,CompVFD_Status,GPMXdT,VFD_Hz_Setpoint_W,FlowValve_FB%,FlowValve_SetPont,GPM_ps_1X10_float,GPM_ps_2X100_float,GPM_ps_1_float,GPM_ps_2_float,Amb_unit,VFP_ctl_Word_1_W,VFP_Ctl_Mode_W,VFP_Operation_Mode_W,VFP_Ctl_Setpoint_W,Fans_Spd_Disp_F,VFP_Status_Word_1_W,VFP_ProcFB_Status_W,VFP_CtlMode_Status_W,VFP_OpMode_Status_W,VFP_Alarm_Code_W,VFP_Warning_Code_W,VFP_Head_W,VFP_Flow_W,VFP_Performance_W,VFP_Speed_W,VFP_Freq_W,VFP_Dig_Inputs_W,VFP_Dig_Outputs_W,VFP_Pwr_Lo_W,VFP_RemoteFlow_W,VFP_InletPress_W,VFP_RemotePress1_W,VFP_FeedTankLvl_W,VFP_PwrEleTemp_W,VFP_MotorTemp_W,VFP_RemoteTemp1_W,VFP_EleTemp_W,VFP_LiquidTemp_W,CMRC_Alarm_1,CMRC_Alarm_2,CMRC_Alarm_3,CMRC_Alarm_4,CMRC_Alarm_5,CMRC_Alarm_6,CMRC_Alarm_7,CMRC_Alarm_8,CMRC_Alarm_9,CMRC_Alarm_10,K2_SuperHeat,K2_SLP,K2_SatT,K2_SLT,K2_NA1,K2_EEV_POS,K2_DLT,K2_Relay,K2_Alarm,K2_System,K2_Firm,VFP_head_F_feet,GPM_vfp,VFP_SetPoint_F,EWT_Raw,LWT_Raw,LLT_Raw,DLT_Raw,GPM_prosense_1X10,GPM_prosense_2X100,Temp_prosense_1,Temp_prosense_2,LLP,Water_Pressure_Out,LLT_Raw_C270,DLT_Raw_C270,SourceWater_EWT_C270,SourceWater_LWT_C270,Tekmar_Loop_LWT_C270,Compressor_head_Temp,LWT_SM_3_Raw,Compressor_head_X10,Compressor_head_F,EWT_Float,LWT_Float,LLT_Float,DLT_Float,LLP_SM_I_Float,LWT_SM_I_Float,LWT_SM_2_Float,LWT_SM_3_Float,AIR_TEMP_F_FL_ub,RH_FL,RH_FL_UB,EWT_Thermowell_ANSI,LWT_Thermowell_ANSI,LLT,DLT,EWT_SM_Internal,LWT_SM_Internal,LWT_SM_2,LWT_SM_3,DLP_Word,Ambient_air_temp,RH,DefrostCutOut,DefrostDelayTimer,DefrostMaxDurTimer,DefrostEnableTimer,DefrostEnableTC,LWTSet,Voltage_monitor,AlarmReg_1,AlarmReg_2,AlarmReg_3,PhAVolt_C90,PhAAmps_C90,PhBVolt_C90,PhBAmp_C90,PhCVolt_C90,PhCAmp_C90,TruPwr3Ph_C90,ReacPwr3Ph_C90,AprntPwr3Ph_C90,NetEnergy_C90,UnsignedEnergy_C90,PositiveEng_C90,NegativeEng_C90,NetReactiveEng_C90,NetApparentEng_C90,PowFac3ph_C90,PSIG_Table_START,SSLT_Table_START,Fist_Match_LLP_W,x2_LLP_First_Match_D,SLLT_Lookup_I,SLLT_F,SubCooling_F
2025-10-21T00:00:00,73.6,76.5,-1.1,0.0,-0.0,0.155,527.664,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,84.0,0.0,15620.0,15620.0,0.0,5983.0,-1.0384593717069655e+34,77.6,76.5,77.2,70.6,8.4,0.0,1562.0,1562.0,82,67.88,59.83,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.422,1.111,244.969,0.673,245.168,0.741,154.649,273.639,357.813,2524.457,2542.891,2532.022,-7.565,2629.062,3792.0,0.35,0,-21.053,82,0.0,164,72.77,-4.43
2025-10-21T00:00:01,73.6,76.5,-1.1,0.0,-0.0,0.155,529.852,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,85.0,0.0,15620.0,15620.0,0.0,5981.0,-2.4178516392292583e+24,77.6,76.5,77.2,70.6,8.5,0.0,1562.0,1562.0,82,67.91,59.81,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.335,1.115,244.928,0.672,245.162,0.743,155.291,273.679,358.221,2524.457,2542.891,2532.022,-7.565,2629.062,3792.0,0.349,0,-21.053,82,0.0,164,72.77,-4.43
2025-10-21T00:00:02,73.6,76.5,-1.1,0.0,-0.0,0.155,528.698,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,85.0,0.0,15620.0,15620.0,2.004,5980.0,-3.6893488147419103e+19,77.6,76.5,77.2,70.6,8.5,0.0,1562.0,1562.0,82,67.92,59.8,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.317,1.115,244.918,0.675,245.131,0.746,154.953,274.583,359.006,2524.457,2542.891,2532.022,-7.565,2629.062,3792.0,0.349,0,-21.053,82,0.0,164,72.77,-4.43
2025-10-21T00:00:03,73.6,76.5,-1.1,0.0,-0.0,0.156,531.208,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,85.0,0.0,15620.0,15620.0,131350.906,5979.0,-562949953421312.0,77.6,76.5,77.2,70.6,8.5,0.0,1562.0,1562.0,82,67.93,59.79,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.26,1.12,244.872,0.675,245.043,0.742,155.688,274.35,359.364,2524.457,2542.891,2532.022,-7.565,2629.062,3792.0,0.349,0,-21.053,82,0.0,164,72.77,-4.43
2025-10-21T00:00:04,73.6,76.5,-1.1,0.0,-0.0,0.155,529.716,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,85.0,0.0,15620.0,15620.0,8608212992.0,5978.0,-8589934592.0,77.6,76.5,77.2,70.6,8.5,0.0,1562.0,1562.0,82,67.94,59.78,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.181,1.116,244.836,0.674,245.1,0.748,155.251,274.22,358.927,2524.457,2542.891,2532.022,-7.565,2629.062,3792.0,0.349,0,-21.053,82,0.0,164,72.77,-4.43
2025-10-21T00:00:05,73.6,76.5,-1.1,0.0,-0.0,0.155,529.411,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,84.0,0.0,15620.0,15620.0,0.0,5977.0,-131072.0,77.6,76.5,77.2,70.6,8.4,0.0,1562.0,1562.0,82,67.91,59.77,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.24,1.118,244.842,0.673,245.153,0.742,155.161,274.23,359.116,2524.457,2542.891,2532.022,-7.565,2629.062,3792.0,0.348,0,-21.053,82,0.0,164,72.77,-4.43
2025-10-21T00:00:06,73.6,76.5,-1.1,0.0,-0.0,0.155,529.665,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,84.0,0.0,15620.0,15620.0,0.0,5974.0,-0.0,77.6,76.5,77.2,70.6,8.4,0.0,1562.0,1562.0,83,67.86,59.74,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.249,1.116,244.806,0.675,245.156,0.746,155.236,274.315,358.887,2524.457,2542.891,2532.022,-7.565,2629.062,3792.0,0.349,0,-21.053,83,0.0,166,73.407,-3.793
2025-10-21T00:00:07,73.6,76.5,-1.1,0.0,-0.0,0.155,528.614,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,84.0,0.0,15620.0,15620.0,0.0,5969.0,-0.0,77.6,76.5,77.2,70.6,8.4,0.0,1562.0,1562.0,83,67.9,59.69,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.295,1.115,244.8,0.672,245.137,0.739,154.928,273.703,358.131,2524.457,2542.891,2532.022,-7.565,2629.063,3792.0,0.349,0,-21.053,83,0.0,166,73.407,-3.793
2025-10-21T00:00:08,73.6,76.5,-1.1,0.0,-0.0,0.155,528.868,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,84.0,0.0,15620.0,15620.0,2.004,5968.0,-0.0,77.6,76.5,77.2,70.6,8.4,0.0,1562.0,1562.0,83,67.92,59.68,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.313,1.114,244.801,0.672,245.151,0.741,155.002,273.321,357.734,2524.457,2542.891,2532.022,-7.565,2629.063,3792.0,0.349,0,-21.053,83,0.0,166,73.407,-3.793
2025-10-21T00:00:09,73.6,76.5,-1.1,0.0,-0.0,0.155,530.106,-0.0,0,0,4,32768,7498,-0.167,0,0.0,0.0,0.0,0.0,66.38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,56,69,65476,0,300,0,0,8,21553,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.032,0.032,0.032,0.032,0.0,0.032,0.032,15620.0,1562.0,776.0,765.0,772.0,706.0,84.0,0.0,15620.0,15620.0,0.0,5967.0,1.0384593717069655e+34,77.6,76.5,77.2,70.6,8.4,0.0,1562.0,1562.0,83,67.9,59.67,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,245.367,1.115,244.807,0.673,245.076,0.741,155.42,273.718,358.092,2524.457,2542.892,2532.022,-7.565,2629.063,3792.0,0.35,0,-21.053,83,0.0,166,73.407,-3.793
