TIME,EWT_Thermowell_ANSI,LWT_Thermowell_ANSI,EWT_unit,LWT_unit,Ambient_air_temp,RH,GPM_KEYANCE,DLT,LLT,SLT1,SLP,DLP,K2_EEV_POS,SH,Compressor_on,Capacity,COP,GPM_ps_1_float,Temp_prosense_1,GPM_float,SubCooling_F,EVAP,GPM_ps_2_float,TruPwr3Ph_E360fp,TruPwr3Ph_E360cl1,TruPwr3Ph,LOG_ERR
2025-10-20T00:00:00,64.9,65.7,67.64,68.18,66.04,46.19,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:00,64.9,65.7,67.64,68.18,66.04,46.19,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:01,64.8,65.6,67.64,68.18,66.07,46.2,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:01,64.9,65.6,67.64,68.18,66.07,46.2,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:02,64.9,65.7,67.64,68.18,66.06,46.17,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:02,64.9,65.7,67.64,68.18,66.06,46.17,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:03,64.8,65.6,67.64,68.18,66.08,46.2,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:03,64.8,65.6,67.64,68.18,66.08,46.2,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:04,64.9,65.6,67.64,68.18,66.11,46.21,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:04,64.9,65.6,67.64,68.18,66.11,46.21,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:05,64.9,65.7,67.64,68.18,66.12,46.22,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:05,64.9,65.7,67.64,68.18,66.12,46.22,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:06,64.9,65.6,67.64,68.18,66.1,46.26,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:06,64.8,65.6,67.64,68.18,66.1,46.26,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:07,64.9,65.7,67.64,68.18,66.08,46.25,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:07,64.9,65.7,67.64,68.18,66.08,46.25,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:08,64.9,65.7,67.64,68.18,66.06,46.25,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:08,64.9,65.7,67.64,68.18,66.06,46.25,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:09,64.8,65.7,67.64,68.18,66.06,46.29,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:09,64.8,65.7,67.64,68.18,66.06,46.29,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:10,64.8,65.6,67.64,68.18,66.09,46.31,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:10,64.8,65.6,67.64,68.18,66.09,46.31,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:11,64.8,65.6,67.64,68.18,66.07,46.29,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:11,64.9,65.6,67.64,68.18,66.07,46.29,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:12,64.8,65.6,67.64,68.18,66.05,46.29,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:12,64.8,65.6,67.64,68.18,66.05,46.29,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:13,64.9,65.7,67.64,68.18,66.08,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:13,64.9,65.7,67.64,68.18,66.08,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:14,64.9,65.7,67.64,68.18,66.07,46.34,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:14,64.9,65.7,67.64,68.18,66.07,46.34,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:15,64.9,65.7,67.64,68.18,66.06,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:15,64.9,65.7,67.64,68.18,66.06,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:16,64.8,65.6,67.64,68.18,66.04,46.33,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:16,64.8,65.6,67.64,68.18,66.04,46.33,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:17,64.9,65.6,67.64,68.18,66.04,46.33,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:17,64.9,65.6,67.64,68.18,66.04,46.33,0,74.6,67.2,69.0,70.0,69.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:18,64.9,65.7,67.64,68.18,66.03,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:18,64.9,65.7,67.64,68.18,66.03,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:19,64.9,65.7,67.64,68.18,66.04,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:19,64.9,65.7,67.64,68.18,66.04,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:20,64.8,65.6,67.64,68.18,66.03,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:20,64.8,65.6,67.64,68.18,66.03,46.33,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:21,64.9,65.6,67.64,68.18,66.02,46.34,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
2025-10-20T00:00:21,64.9,65.6,67.64,68.18,66.02,46.34,0,74.6,67.2,69.0,70.0,70.0,0,4.0,0,0.0,0.0,0.0,68,0.0,-67.2,66.92,0.0,0.0,0.0,0.0,False
