TIME,Amb_temp_set_epic_F,RH_set_epic_F,Hum_manual_override,TempF1,RH1,ABS_H1,DPF1,TempF2,RH2,ABS_H2,DPF2,TempF3,RH3,DPC3,DPF3,TempF4,RH4,ABS_H4,DPF4,FloorTC,K2_SUP1_In,K2_SLP1_In,K2_ET1_In,K2_SAT1_In,K2_RT1_In,K2_ValvePos1_In,K2_AUX1a_In,K2_RLY1,K2_Alarm1,K2_System1,K2_Firmware1,K2_AUX1b_In,K2_SLP2_In,K2_ET2_In,TempC1,TempF,RH1,ABS_H1,DPC1,DPF1,MR1
2025-10-20T15:22:37,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,241,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:39,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,65504,65514,65476,241,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:40,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,65504,65514,65476,241,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:41,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,241,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:42,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,241,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:43,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:44,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:45,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:46,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:47,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:48,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:49,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:50,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:51,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:52,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:53,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:54,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:55,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:56,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:57,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:58,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:22:59,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:00,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:01,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:02,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:03,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:04,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8010627874070258e+23,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:05,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:06,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:07,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:08,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:09,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:10,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8010627874070258e+23,10,9,65504,65514,65476,244,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:11,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,244,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:12,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,244,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:13,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:14,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:15,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:16,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,244,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:17,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,244,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:18,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,244,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:19,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:20,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:21,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:22,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:23,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:24,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:25,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:26,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:27,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:28,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8010627874070258e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:29,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:30,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:31,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:32,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:33,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:34,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:35,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:36,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:37,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8010627874070258e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:38,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:39,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8010627874070258e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:40,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:41,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.836480536028548e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:42,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:43,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:44,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8010627874070258e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:45,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:46,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:47,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:48,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:49,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:50,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:51,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,243,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20T15:23:52,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7420332063711552e+23,10,9,65504,65514,65476,242,65476,1,0,4,20529,65476,0,0,13107,0.0,0.0,0.0,0.0,0.0,0.0
